emotion_score,cliffhanger_score,continuity_score,arc_deviation,is_flat_zone,drop_off_probability,drop_off_label
0.2674,0.1511,0.965,0.2509,0,0.5856,1
0.7066,6.1001,0.3129,0.2711,0,0.3577,0
0.5876,7.0114,0.6801,0.4082,0,0.3318,0
0.5829,2.531,0.4503,0.9576,0,0.5627,1
0.6725,9.7701,0.1019,0.0083,0,0.2907,0
0.0926,7.4838,0.9145,0.434,0,0.4684,0
0.0091,5.8945,0.6133,0.6377,0,0.5193,1
0.7141,0.9139,0.1993,0.8775,1,0.7009,1
0.2476,0.6253,0.4589,0.7327,0,0.6439,1
0.6729,0.8115,0.9515,0.8385,1,0.5229,1
0.6168,7.4288,0.7379,0.5214,0,0.3139,0
0.3711,9.2077,0.5844,0.5383,0,0.3854,0
0.6665,7.8739,0.4543,0.6302,0,0.3373,0
0.7055,4.276,0.4425,0.6493,1,0.5303,1
0.0219,3.0105,0.5026,0.0562,0,0.4734,0
0.9271,1.0539,0.7644,0.4097,0,0.3602,0
0.1605,0.7049,0.1856,0.6642,1,0.8266,1
0.8141,6.8513,0.1104,0.2892,0,0.3672,0
0.5356,3.5689,0.3538,0.8286,1,0.5796,1
0.3078,9.1379,0.9528,0.3267,0,0.2927,0
0.8763,1.0257,0.3927,0.5534,0,0.5051,1
0.1939,8.5882,0.6769,0.8379,1,0.5147,1
0.6105,1.6037,0.6736,0.1793,0,0.521,1
0.2296,1.1755,0.1653,0.002,1,0.7302,1
0.1614,0.8355,0.0191,0.1657,1,0.8929,1
0.2415,3.5427,0.1053,0.2224,0,0.5248,1
0.0577,3.9103,0.2342,0.2196,1,0.7344,1
0.6163,5.5688,0.4158,0.4289,0,0.4643,0
0.1717,5.0011,0.412,0.8705,0,0.658,1
0.5325,1.1539,0.6056,0.1172,0,0.5004,1
0.2063,3.9186,0.8957,0.2043,0,0.3921,0
0.4193,0.1812,0.7928,0.069,0,0.593,1
0.6886,2.5327,0.01,0.7234,0,0.6563,1
0.8361,8.2139,0.8433,0.4851,0,0.1867,0
0.1834,8.5497,0.8826,0.4663,0,0.4126,0
0.3878,8.0354,0.9018,0.2035,0,0.2484,0
0.5418,9.6807,0.0666,0.6483,0,0.4551,0
0.3755,8.0381,0.4335,0.9972,0,0.424,0
0.3505,3.7253,0.0687,0.3696,0,0.5579,1
0.7227,6.5673,0.7088,0.0084,0,0.2214,0
0.0053,8.0449,0.7728,0.5484,0,0.5405,1
0.7665,5.8371,0.782,0.7517,1,0.3824,0
0.6712,6.2047,0.7423,0.1699,0,0.2759,0
0.8904,7.4998,0.9082,0.7587,0,0.2738,0
0.5788,6.3239,0.1565,0.4739,1,0.5709,1
0.2709,2.0225,0.3138,0.2415,0,0.6376,1
0.5071,1.8792,0.077,0.6962,0,0.648,1
0.8218,6.5951,0.7962,0.2719,0,0.2332,0
0.6364,3.2451,0.2695,0.1909,0,0.4656,0
0.2187,5.953,0.2646,0.662,1,0.6987,1
0.1877,0.8838,0.6989,0.3683,0,0.63,1
0.0311,2.5958,0.0337,0.8792,0,0.7626,1
0.6668,3.2303,0.8979,0.8881,0,0.4434,0
0.901,9.9616,0.8254,0.8449,0,0.1522,0
0.0949,9.9889,0.3266,0.7482,1,0.5798,1
0.858,9.9763,0.2415,0.0404,0,0.2547,0
0.5662,3.1278,0.6543,0.232,0,0.3887,0
0.7644,6.2374,0.7623,0.0389,1,0.3787,0
0.6246,8.6443,0.5869,0.581,1,0.5053,1
0.7567,4.4229,0.7074,0.3892,0,0.3802,0
0.9291,3.4191,0.5277,0.2116,1,0.4493,0
0.9811,6.4951,0.8044,0.7151,0,0.2529,0
0.6748,6.7753,0.3731,0.9417,0,0.412,0
0.5004,6.9088,0.6971,0.6486,0,0.3957,0
0.5993,1.7936,0.7051,0.4552,0,0.4225,0
0.8374,1.6973,0.0191,0.7791,0,0.6451,1
0.8028,9.6092,0.5359,0.4885,0,0.2521,0
0.1537,5.7261,0.277,0.9213,0,0.5356,1
0.052,0.3174,0.4233,0.0846,0,0.7112,1
0.881,8.8291,0.659,0.2112,1,0.2564,0
0.7374,2.8652,0.8026,0.9972,0,0.4793,0
0.8974,6.2263,0.9734,0.465,1,0.3048,0
0.067,9.7534,0.817,0.8525,1,0.4809,0
0.0851,3.856,0.071,0.2108,0,0.544,1
0.101,1.6749,0.1473,0.9731,1,0.8795,1
0.9678,4.3974,0.2784,0.7983,0,0.3894,0
0.1297,2.5646,0.3553,0.674,0,0.6326,1
0.2105,8.0902,0.1469,0.3426,1,0.4808,0
0.5634,8.038,0.1371,0.5807,0,0.4202,0
0.1441,6.24,0.2736,0.4878,0,0.4509,0
0.8224,0.5698,0.4186,0.4584,1,0.5927,1
0.5743,6.6721,0.777,0.8622,0,0.4414,0
0.9895,8.8952,0.3715,0.1952,0,0.1976,0
0.7416,4.9257,0.4832,0.8382,0,0.4323,0
0.3282,4.5399,0.7624,0.126,0,0.4509,0
0.9514,1.7549,0.5677,0.5793,0,0.3712,0
0.5527,3.7217,0.6617,0.1412,0,0.4221,0
0.1853,2.7864,0.2187,0.1828,1,0.7228,1
0.9699,5.7126,0.143,0.3745,1,0.4542,0
0.3674,0.8702,0.5568,0.8451,1,0.7734,1
0.2205,2.1821,0.8741,0.2497,0,0.4432,0
0.0007,8.7067,0.7926,0.6273,1,0.5171,1
0.3512,0.9378,0.4861,0.9207,0,0.6158,1
0.2915,2.0754,0.2381,0.9084,0,0.7831,1
0.1545,4.8727,0.43,0.5969,1,0.6584,1
0.7694,3.9787,0.8276,0.1707,0,0.2684,0
0.5106,6.1513,0.9106,0.5099,0,0.2767,0
0.0502,0.3491,0.5512,0.4382,1,0.7048,1
0.0496,7.246,0.1116,0.6083,0,0.5741,1
0.1735,3.7975,0.8014,0.3921,1,0.6075,1
0.2369,6.7739,0.5658,0.9291,0,0.4915,0
0.0662,0.1916,0.8269,0.5247,1,0.7059,1
0.0301,9.6149,0.6679,0.9332,0,0.4002,0
0.6115,6.785,0.3175,0.8481,1,0.5739,1
0.2775,2.8162,0.9634,0.0103,1,0.5317,1
0.7062,6.2269,0.9901,0.3119,0,0.23,0
0.261,3.4339,0.8346,0.9355,0,0.5152,1
0.3725,9.2863,0.0618,0.0924,0,0.325,0
0.9681,4.4671,0.5015,0.2467,0,0.3256,0
0.6619,7.5118,0.7539,0.5779,1,0.4234,0
0.0556,0.0688,0.2124,0.6635,0,0.826,1
0.4024,8.8459,0.8956,0.9092,0,0.2861,0
0.1906,1.8463,0.3421,0.43,1,0.7892,1
0.1199,7.3493,0.5315,0.2879,0,0.4754,0
0.4338,1.6441,0.1166,0.5467,1,0.6697,1
0.344,7.33,0.6587,0.9316,1,0.6476,1
0.8984,3.9952,0.3268,0.0108,1,0.4823,0
0.801,1.0445,0.5769,0.464,0,0.4801,0
0.7389,0.3244,0.6587,0.5323,0,0.4697,0
0.1725,5.6797,0.2964,0.9383,1,0.7147,1
0.3475,0.5035,0.0528,0.692,0,0.7638,1
0.2265,6.1397,0.2529,0.5776,0,0.5667,1
0.4774,3.5082,0.3626,0.8057,0,0.5954,1
0.2091,0.8469,0.4667,0.4821,1,0.7235,1
0.8084,8.2362,0.3846,0.4591,0,0.2277,0
0.9326,1.1864,0.9337,0.6839,0,0.3958,0
0.4077,1.6122,0.6564,0.9712,0,0.5884,1
0.7148,0.6845,0.4177,0.1164,0,0.4937,0
0.0768,3.5467,0.5507,0.4032,1,0.6991,1
0.8147,6.1183,0.3735,0.2553,0,0.2729,0
0.6758,6.5816,0.0701,0.3953,0,0.3395,0
0.1568,8.273,0.0419,0.4192,0,0.5248,1
0.2314,5.0243,0.7315,0.9581,0,0.5897,1
0.8862,9.343,0.9164,0.6354,0,0.2334,0
0.5313,6.7744,0.4285,0.7315,1,0.5099,1
0.1464,8.3293,0.5403,0.8447,0,0.5188,1
0.2512,8.4421,0.484,0.5141,0,0.4036,0
0.573,3.2521,0.0393,0.272,0,0.6175,1
0.3458,6.7109,0.8054,0.9468,0,0.4086,0
0.7833,2.6593,0.9903,0.0258,0,0.3443,0
0.1204,9.3853,0.1812,0.6228,0,0.5499,1
0.3072,5.4646,0.4172,0.1602,0,0.5247,1
0.898,0.8413,0.3931,0.1002,0,0.4129,0
0.6617,6.0245,0.163,0.2338,0,0.3876,0
0.8684,9.2646,0.4196,0.0506,0,0.1533,0
0.5739,3.929,0.0287,0.5833,0,0.5366,1
0.0403,5.8835,0.3977,0.9738,0,0.6802,1
0.2752,7.0944,0.2715,0.9042,0,0.5182,1
0.4261,8.3236,0.8056,0.2243,0,0.2698,0
0.8173,9.304,0.0954,0.4501,0,0.3489,0
0.0513,4.9254,0.4421,0.3344,0,0.5124,1
0.5299,1.6137,0.572,0.8054,1,0.6669,1
0.2682,3.6107,0.4085,0.6797,0,0.5864,1
0.0347,3.9191,0.6972,0.1934,0,0.5395,1
0.8957,2.9729,0.23,0.4113,0,0.4363,0
0.6724,8.2606,0.6731,0.8244,0,0.3472,0
0.3605,6.7127,0.2706,0.0812,1,0.4818,0
0.1562,9.8842,0.9773,0.7938,0,0.3907,0
0.2894,4.6768,0.6194,0.4112,0,0.4863,0
0.3303,5.6423,0.8506,0.2015,1,0.5047,1
0.5562,7.7952,0.0162,0.8184,0,0.5238,1
0.8899,9.9196,0.2941,0.2103,1,0.332,0
0.1028,1.2596,0.9792,0.6738,1,0.6719,1
0.3243,6.7648,0.5942,0.6032,0,0.3516,0
0.2759,7.6858,0.2263,0.6924,0,0.6004,1
0.6253,7.4708,0.2187,0.0599,0,0.3884,0
0.045,7.3415,0.3413,0.4785,1,0.6383,1
0.332,4.6534,0.0137,0.0816,0,0.5407,1
0.4264,5.4815,0.1746,0.2959,0,0.4748,0
0.9653,0.5042,0.8904,0.5769,0,0.3633,0
0.0899,6.0091,0.341,0.9173,0,0.6167,1
0.1433,7.1472,0.2934,0.5255,0,0.5255,1
0.6764,6.7963,0.9459,0.2958,0,0.2398,0
0.272,2.1789,0.6618,0.6337,0,0.6376,1
0.5566,3.4273,0.1346,0.0944,1,0.533,1
0.9184,6.4979,0.1034,0.402,1,0.4462,0
0.0,7.1214,0.3566,0.2545,0,0.517,1
0.5403,8.5115,0.9576,0.5657,0,0.2579,0
0.38,6.0714,0.3887,0.2403,0,0.3891,0
0.3149,0.9664,0.1769,0.9873,0,0.8084,1
0.9956,5.8271,0.8125,0.3269,0,0.2174,0
0.4027,6.7251,0.6822,0.3152,0,0.3126,0
0.5785,6.9342,0.7006,0.7535,1,0.4866,0
0.5,7.3025,0.6192,0.1866,0,0.2871,0
0.6171,8.4996,0.1962,0.1255,1,0.3334,0
0.108,4.7849,0.5856,0.5414,0,0.6026,1
0.2337,6.3777,0.8201,0.0416,0,0.4564,0
0.6893,2.5231,0.3078,0.6136,1,0.6497,1
0.7302,3.6482,0.641,0.4662,0,0.4641,0
0.7017,5.5646,0.3586,0.9113,0,0.4539,0
0.7665,7.0211,0.3314,0.6757,0,0.375,0
0.7563,4.5418,0.4123,0.9347,0,0.4933,0
0.9693,3.7784,0.062,0.3393,0,0.3839,0
0.1619,6.581,0.9977,0.4517,0,0.3339,0
0.8833,4.1483,0.3873,0.6597,0,0.4143,0
0.6482,0.6145,0.8137,0.9405,0,0.6701,1
0.5817,4.0146,0.3381,0.1268,0,0.4084,0
0.1627,7.3437,0.2088,0.0586,0,0.5058,1
0.577,3.4548,0.803,0.5403,0,0.4353,0
0.5659,9.0802,0.3963,0.2963,0,0.2902,0
0.5957,0.8062,0.9396,0.7551,0,0.4448,0
0.8284,0.8019,0.4768,0.6301,1,0.5827,1
0.9409,1.2435,0.8751,0.9709,0,0.493,0
0.7221,0.4029,0.4054,0.5163,0,0.5631,1
0.4813,8.0968,0.9505,0.0221,1,0.3236,0
0.0861,8.1439,0.2803,0.1322,0,0.3847,0
0.0546,5.9946,0.9024,0.3832,0,0.51,1
0.4426,0.4836,0.8205,0.8263,0,0.6418,1
0.5547,8.2593,0.6315,0.7844,0,0.3269,0
0.4141,9.5795,0.5411,0.6051,0,0.3968,0
0.1848,0.5959,0.6044,0.7637,0,0.7764,1
0.2268,6.6652,0.0801,0.4418,0,0.5177,1
0.3867,0.5115,0.3978,0.5117,0,0.6078,1
0.3828,8.3915,0.1453,0.5057,0,0.4557,0
0.566,8.7803,0.5579,0.9598,0,0.3408,0
0.098,0.4407,0.1853,0.5413,0,0.732,1
0.0772,1.6989,0.1269,0.1233,0,0.7139,1
0.2458,3.5814,0.9895,0.6843,1,0.5692,1
0.5547,0.7676,0.0042,0.6704,0,0.6374,1
0.4108,4.8964,0.4154,0.024,0,0.4264,0
0.7287,3.1536,0.3931,0.2369,0,0.4555,0
0.179,7.9751,0.6775,0.5469,0,0.3677,0
0.7824,9.9251,0.2407,0.8743,1,0.374,0
0.2247,3.9933,0.4097,0.9782,0,0.6089,1
0.7309,4.2001,0.5784,0.8326,1,0.6044,1
0.8664,0.5962,0.6921,0.14,0,0.2876,0
0.5196,9.9653,0.1352,0.6755,0,0.4506,0
0.133,1.5874,0.9493,0.8796,1,0.7796,1
0.4838,4.1839,0.3578,0.5938,0,0.4626,0
0.1615,4.7174,0.5535,0.5703,0,0.6032,1
0.5639,2.6116,0.695,0.5674,1,0.5456,1
0.735,6.1011,0.4882,0.1332,0,0.396,0
0.5137,2.8818,0.0065,0.4962,0,0.5345,1
0.7346,0.2395,0.5848,0.9415,0,0.5389,1
0.6257,5.5053,0.4074,0.5214,1,0.5221,1
0.1963,0.2256,0.8617,0.5771,1,0.771,1
0.4297,7.4986,0.913,0.5721,0,0.3404,0
0.2688,1.9864,0.2469,0.3064,0,0.542,1
0.6154,0.8157,0.0878,0.1718,0,0.673,1
0.214,2.8328,0.4003,0.8119,0,0.7201,1
0.7987,9.3275,0.0201,0.1538,1,0.4487,0
0.4585,5.6459,0.663,0.6791,1,0.5677,1
0.0492,2.3108,0.8974,0.2562,0,0.5091,1
0.1381,8.5911,0.5001,0.6749,0,0.4985,0
0.3126,4.1068,0.2097,0.9766,0,0.6925,1
0.9345,3.0339,0.7819,0.7659,0,0.3791,0
0.1307,6.7171,0.7293,0.5751,0,0.4771,0
0.5045,3.1219,0.4275,0.6452,1,0.6164,1
0.2692,1.9863,0.7834,0.9093,0,0.5319,1
0.7513,8.97,0.8461,0.1828,1,0.1759,0
0.0624,4.8617,0.109,0.2485,0,0.5462,1
0.8088,8.7549,0.3025,0.8587,1,0.4252,0
0.6903,9.4502,0.6825,0.3316,0,0.2283,0
0.6457,5.1057,0.12,0.3121,1,0.5518,1
0.6623,7.5183,0.8119,0.9457,0,0.3554,0
0.8585,1.3169,0.705,0.742,0,0.4938,0
0.1689,0.5363,0.7175,0.4755,1,0.7011,1
0.3834,1.6828,0.8364,0.5489,0,0.5233,1
0.6043,4.609,0.8287,0.8296,1,0.6097,1
0.1054,8.3885,0.671,0.697,0,0.4604,0
0.1126,4.0778,0.8864,0.0472,1,0.5597,1
0.6792,6.3138,0.2706,0.2488,1,0.5238,1
0.3931,1.3925,0.0107,0.5443,1,0.753,1
0.3691,3.5719,0.3441,0.5205,0,0.5606,1
0.5078,1.3837,0.9827,0.25,0,0.4749,0
0.6631,5.9537,0.4151,0.4222,1,0.5114,1
0.6487,4.1897,0.458,0.2566,1,0.4848,0
0.5129,3.2085,0.5961,0.9957,0,0.5442,1
0.0547,2.0424,0.4187,0.2196,0,0.6552,1
0.915,8.4388,0.7423,0.1678,0,0.1523,0
0.9288,4.3054,0.1191,0.5124,0,0.4273,0
0.3748,6.2133,0.7187,0.1106,0,0.3374,0
0.8024,3.4124,0.4442,0.6756,0,0.4368,0
0.8614,8.6604,0.0099,0.778,0,0.389,0
0.9869,7.5457,0.2486,0.5384,1,0.4228,0
0.8575,0.9737,0.7064,0.3456,0,0.3459,0
0.8189,3.3733,0.8275,0.0006,0,0.2528,0
0.2412,2.3357,0.0682,0.1871,0,0.6011,1
0.3769,8.759,0.9053,0.493,0,0.2027,0
0.1068,9.534,0.0602,0.2977,0,0.4239,0
0.7832,1.225,0.6349,0.1238,0,0.3844,0
0.9094,1.9013,0.8213,0.5446,0,0.3729,0
0.8539,0.1323,0.5118,0.7694,1,0.6566,1
0.9092,8.1962,0.8882,0.1992,0,0.0864,0
0.3933,5.4456,0.1599,0.6912,0,0.4869,0
0.3103,5.0335,0.7964,0.7395,0,0.4812,0
0.0874,3.7736,0.4135,0.0398,0,0.4784,0
0.9556,9.5363,0.3523,0.0431,0,0.1889,0
0.1412,7.6352,0.1087,0.9813,0,0.6044,1
0.7752,3.4259,0.6277,0.192,0,0.3706,0
0.8083,0.6904,0.3348,0.3137,0,0.5504,1
0.356,1.4851,0.5965,0.8144,0,0.6054,1
0.2375,2.999,0.6428,0.6009,0,0.5454,1
0.3625,8.24,0.2041,0.469,1,0.5253,1
0.6839,0.2535,0.69,0.3161,0,0.5209,1
0.6098,2.408,0.3868,0.0806,0,0.4332,0
0.9108,0.0605,0.4839,0.1232,0,0.429,0
0.9261,1.6169,0.9658,0.2058,1,0.4578,0
0.554,5.3456,0.1955,0.1662,1,0.5431,1
0.3278,3.7208,0.7598,0.3388,1,0.5862,1
0.8809,0.4961,0.2571,0.465,0,0.6087,1
0.7439,9.1921,0.4238,0.3421,1,0.326,0
0.3516,9.0955,0.569,0.7622,1,0.3448,0
0.3418,4.3369,0.8485,0.3633,1,0.5272,1
0.7416,8.051,0.845,0.3951,0,0.2419,0
0.4019,6.7376,0.4504,0.749,0,0.4129,0
0.7494,5.457,0.2041,0.2919,1,0.5263,1
0.4826,2.1603,0.9673,0.7151,1,0.5341,1
0.898,5.2505,0.7073,0.2522,0,0.1349,0
0.1234,2.0598,0.0009,0.0393,1,0.8007,1
0.8391,5.5066,0.1531,0.7281,0,0.3942,0
0.7313,7.6975,0.9754,0.5736,0,0.1986,0
0.8974,1.1938,0.3278,0.8157,0,0.5565,1
0.3936,4.7344,0.8545,0.34,1,0.4945,0
0.8475,1.8182,0.4303,0.1655,1,0.5151,1
0.5353,6.3532,0.1965,0.2117,0,0.4495,0
0.8579,6.6693,0.4354,0.9531,1,0.3975,0
0.9302,5.2759,0.2589,0.0528,1,0.397,0
0.5325,5.6442,0.6006,0.1663,0,0.3171,0
0.6172,9.6982,0.7276,0.9226,1,0.3339,0
0.6667,6.2338,0.6025,0.4898,0,0.3683,0
0.3344,5.1931,0.1976,0.8052,0,0.5855,1
0.6583,4.3772,0.2768,0.5582,0,0.4412,0
0.9329,9.2265,0.5024,0.3279,1,0.2872,0
0.3363,9.2054,0.012,0.5528,1,0.543,1
0.485,0.854,0.9725,0.518,0,0.4813,0
0.4291,0.749,0.1062,0.8375,0,0.6449,1
0.195,5.0491,0.7687,0.0619,0,0.4642,0
0.2624,4.2171,0.0399,0.4491,0,0.6066,1
0.5709,3.3243,0.3155,0.1066,0,0.4713,0
0.9663,9.7007,0.8651,0.6008,1,0.2182,0
0.2852,6.3077,0.4556,0.482,1,0.5225,1
0.9246,0.5622,0.4856,0.9128,0,0.484,0
0.5464,2.4974,0.3433,0.852,0,0.5506,1
0.016,9.6369,0.377,0.6032,0,0.4737,0
0.6831,9.3257,0.5757,0.1261,0,0.1782,0
0.8798,6.4868,0.8992,0.6235,0,0.3205,0
0.3097,2.0179,0.9088,0.7604,0,0.4986,0
0.7565,4.7416,0.2258,0.6166,0,0.4372,0
0.3262,4.6856,0.148,0.9847,0,0.6315,1
0.7691,4.2551,0.5654,0.021,0,0.3021,0
0.4458,8.1666,0.8852,0.0867,0,0.2192,0
0.8296,1.337,0.9354,0.7514,1,0.5661,1
0.6766,3.634,0.9382,0.2756,0,0.3764,0
0.9294,2.048,0.798,0.7385,0,0.4459,0
0.3872,2.8277,0.3045,0.9829,0,0.7155,1
0.4345,8.6953,0.1807,0.9477,0,0.4619,0
0.3262,7.5619,0.3938,0.6082,0,0.412,0
0.0585,2.9993,0.4743,0.168,0,0.6132,1
0.4,0.5739,0.5833,0.8843,0,0.733,1
0.4193,7.011,0.4107,0.5046,0,0.4784,0
0.6917,6.6134,0.0384,0.3683,1,0.5296,1
0.9099,7.1726,0.5821,0.7978,1,0.2749,0
0.4569,4.7511,0.3861,0.9667,0,0.5227,1
0.5497,4.1716,0.8777,0.204,1,0.4408,0
0.5577,0.5461,0.9718,0.5126,0,0.534,1
0.3049,1.9268,0.1291,0.2979,1,0.7299,1
0.4716,2.2748,0.1662,0.3327,1,0.6141,1
0.8911,4.6036,0.7097,0.9837,0,0.3917,0
0.0967,7.2046,0.2818,0.1843,0,0.4761,0
0.6059,4.2835,0.0271,0.7835,0,0.5267,1
0.7619,8.933,0.4328,0.5355,0,0.33,0
0.8939,3.3582,0.6151,0.9269,1,0.529,1
0.509,4.5282,0.2787,0.9589,0,0.4927,0
0.279,4.0497,0.9988,0.055,0,0.3975,0
0.0826,1.5452,0.4396,0.5105,0,0.6426,1
0.3032,9.6656,0.9447,0.3349,0,0.2326,0
0.9096,0.0618,0.8107,0.9484,0,0.4848,0
0.2576,4.4994,0.6929,0.7332,1,0.6233,1
0.2875,5.3822,0.5333,0.4056,0,0.5964,1
0.2273,5.4379,0.695,0.5152,1,0.5663,1
0.6113,3.7097,0.7722,0.1705,0,0.3145,0
0.7818,4.8417,0.794,0.5765,0,0.2415,0
0.81,2.3829,0.2244,0.5045,0,0.3616,0
0.967,5.712,0.8634,0.1395,0,0.2147,0
0.868,5.8311,0.718,0.372,0,0.1572,0
0.8671,2.44,0.9667,0.9581,0,0.3653,0
0.3481,8.9556,0.9666,0.4434,0,0.365,0
0.2735,7.3647,0.0517,0.0493,0,0.4713,0
0.3535,3.1563,0.491,0.3207,0,0.4508,0
0.5765,9.8334,0.2416,0.6813,1,0.3586,0
0.6073,0.8858,0.6769,0.0641,0,0.4046,0
0.8416,0.3035,0.8438,0.4603,0,0.4649,0
0.1338,9.5331,0.0727,0.1991,0,0.4866,0
0.1256,2.8973,0.2388,0.2135,0,0.7252,1
0.704,2.1745,0.3667,0.3909,1,0.5372,1
0.5059,7.7773,0.8583,0.8449,0,0.3006,0
0.6872,3.1283,0.0609,0.7016,0,0.4914,0
0.6934,7.6625,0.3041,0.8116,0,0.3619,0
0.4463,7.2702,0.6929,0.9874,0,0.484,0
0.9151,1.5636,0.7518,0.5683,0,0.4894,0
0.4744,3.3378,0.5793,0.889,0,0.565,1
0.0512,2.3286,0.492,0.3102,0,0.7294,1
0.5041,3.2281,0.2581,0.464,0,0.515,1
0.7759,8.0796,0.7678,0.114,0,0.1931,0
0.8343,5.7735,0.6464,0.4584,0,0.3125,0
0.0814,4.3501,0.2927,0.5454,0,0.6062,1
0.6916,7.9501,0.1634,0.1043,0,0.3255,0
0.4673,1.0671,0.6496,0.868,1,0.7541,1
0.6261,0.7528,0.1124,0.0493,0,0.5355,1
0.3851,9.4298,0.6104,0.835,1,0.4432,0
0.1125,7.3592,0.2751,0.6391,0,0.558,1
0.0246,6.9669,0.7253,0.8364,1,0.607,1
0.9756,0.6528,0.8218,0.6463,0,0.4367,0
0.9825,9.1182,0.4391,0.0399,0,0.1054,0
0.8264,7.015,0.4593,0.0551,0,0.2882,0
0.6411,3.1165,0.5253,0.0661,1,0.4983,0
0.3601,4.7787,0.3553,0.6825,0,0.4984,0
0.3157,1.2525,0.6555,0.0398,0,0.5544,1
0.8697,8.9083,0.449,0.4593,0,0.2942,0
0.2447,4.213,0.8388,0.8771,0,0.5527,1
0.5506,1.9249,0.1019,0.9111,1,0.7603,1
0.3424,5.4648,0.0914,0.7566,0,0.6546,1
0.1866,1.8823,0.1842,0.057,0,0.6234,1
0.8195,3.2674,0.3496,0.5963,0,0.437,0
0.0266,7.3523,0.6256,0.5808,1,0.5319,1
0.3525,1.2611,0.1299,0.6762,1,0.831,1
0.9627,6.2835,0.1841,0.1057,1,0.4932,0
0.7815,7.0328,0.8345,0.0562,1,0.3473,0
0.8509,2.8614,0.6404,0.3142,1,0.4744,0
0.1665,7.1222,0.1759,0.2354,0,0.4718,0
0.9148,2.1171,0.1442,0.759,0,0.481,0
0.1568,6.8343,0.5937,0.7548,0,0.534,1
0.448,4.0547,0.9841,0.2922,0,0.4068,0
0.2523,9.1529,0.2657,0.8958,0,0.3958,0
0.6566,9.0699,0.1687,0.9683,0,0.4328,0
0.3016,1.883,0.3037,0.093,0,0.5903,1
0.1047,4.2294,0.7956,0.1414,0,0.4019,0
0.0976,1.6685,0.9237,0.8215,0,0.6411,1
0.6558,5.3728,0.6771,0.6827,0,0.4405,0
0.5695,8.3239,0.9916,0.1636,0,0.1786,0
0.6743,9.7996,0.9856,0.6867,0,0.1842,0
0.7807,9.102,0.3828,0.6306,0,0.3067,0
0.4378,3.1037,0.7621,0.9362,1,0.6421,1
0.7374,2.5284,0.0673,0.268,1,0.6108,1
0.6332,7.2105,0.2572,0.7194,0,0.5043,1
0.1461,8.23,0.235,0.6523,0,0.4461,0
0.596,1.0745,0.0169,0.9096,0,0.6675,1
0.6629,9.6545,0.9158,0.5029,1,0.2447,0
0.1357,9.7744,0.9644,0.1637,0,0.2403,0
0.816,3.7832,0.0884,0.3422,1,0.5412,1
0.6297,4.1616,0.1665,0.9862,1,0.6654,1
0.0566,1.2038,0.5808,0.9288,0,0.7143,1
0.8429,4.4589,0.7086,0.7319,0,0.4418,0
0.0707,3.6154,0.5348,0.9962,0,0.5974,1
0.8161,4.3207,0.7964,0.5954,1,0.5329,1
0.63,4.1738,0.1443,0.0936,0,0.3786,0
0.8735,2.3647,0.2115,0.736,0,0.4661,0
0.9597,8.5158,0.8638,0.4068,1,0.244,0
0.1439,0.0862,0.02,0.5866,0,0.7834,1
0.4227,7.1807,0.4427,0.7322,0,0.4506,0
0.8131,5.8843,0.2108,0.2367,0,0.3482,0
0.2583,8.6701,0.6693,0.4481,0,0.4187,0
0.2043,6.268,0.3587,0.9956,0,0.7269,1
0.9168,8.0082,0.4511,0.7187,0,0.2685,0
0.4924,1.9232,0.4639,0.2458,1,0.6316,1
0.5331,6.3154,0.5429,0.1294,0,0.3314,0
0.0991,6.2295,0.4469,0.778,0,0.5495,1
0.9266,7.1042,0.4189,0.5173,0,0.2411,0
0.9846,6.6641,0.2854,0.5858,0,0.2718,0
0.7176,7.7682,0.6734,0.6145,1,0.4316,0
0.0786,3.3091,0.2483,0.988,0,0.7745,1
0.2121,2.39,0.2813,0.4111,0,0.6872,1
0.0197,8.7939,0.9656,0.3416,0,0.3247,0
0.1597,7.9008,0.6163,0.0449,0,0.3701,0
0.3089,3.6873,0.7697,0.8109,0,0.5237,1
0.7718,4.8388,0.8975,0.9078,0,0.398,0
0.9365,8.2553,0.7913,0.2009,1,0.2169,0
0.9523,0.4986,0.1499,0.5376,0,0.5861,1
0.6452,0.1697,0.9604,0.0446,0,0.4001,0
0.9323,6.6595,0.8227,0.0133,0,0.1409,0
0.4596,4.9897,0.0722,0.6844,0,0.5692,1
0.1494,6.4826,0.1724,0.8724,0,0.694,1
0.1572,9.6234,0.5184,0.0729,0,0.3677,0
0.8178,9.7895,0.5019,0.455,1,0.2885,0
0.1325,5.4692,0.5462,0.0895,0,0.4862,0
0.1289,7.2,0.1012,0.6231,0,0.5565,1
0.7889,2.3369,0.6392,0.2357,1,0.5032,1
0.1271,4.2754,0.1609,0.7003,1,0.814,1
0.1058,5.0614,0.8146,0.9362,0,0.5517,1
0.3942,8.482,0.493,0.4719,0,0.401,0
0.8468,8.3194,0.4035,0.3333,0,0.1827,0
0.794,4.8648,0.334,0.1068,0,0.3757,0
0.9493,3.051,0.1689,0.4607,0,0.4539,0
0.5441,5.5171,0.3566,0.4473,1,0.5374,1
0.3773,2.5823,0.2435,0.4578,1,0.7313,1
0.0211,4.1893,0.7759,0.3387,0,0.4682,0
0.205,7.42,0.0523,0.8525,0,0.5765,1
